Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
Cage1,CT10,CT10-I2U29-N4-vm6,172.20.45.80,172.20.45.80,VM,-,-,-,-,CentOS Linux release 7.9.2009 (Core),4,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT10,CT10-I2U29-N4-vm12,172.20.45.86,172.20.45.86,VM,-,-,-,-,CentOS Linux release 7.6.1810 (Core),16,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT10,CT10-I2U29-N4-vm13,172.20.45.87,172.20.45.87,VM,-,-,-,-,CentOS Linux release 7.6.1810 (Core),8,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT10,CT10-I2U29-N4-vm15,172.20.45.89,172.20.45.89,VM,-,-,-,-,CentOS Linux release 7.9.2009 (Core),8,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT10,CT10-I2U29-N4-vm1,172.20.45.75,172.20.45.75,VM,-,-,-,-,CentOS Linux release 7.6.1810 (Core),4,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT10,CT10-I2U29-N4-vm17,172.20.45.151,172.20.45.151,VM,-,-,-,-,CentOS Linux release 7.6.1810 (Core),16,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,48,Mixed
Cage1,CT09,CT09-S2U17-N1,172.20.46.12,172.20.46.12,KVM,SYS-2029TP-HTR,-,-,-,CentOS Linux release 7.6.1810 (Core),192,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,16,HDD
Cage1,CT08,CT08-S2U15-N2,172.20.46.20,172.20.46.20,KVM,SYS-2029TP-HTR,-,-,-,CentOS Linux release 7.6.1810 (Core),192,-,Not Known,-,None,-,VLAN-172.20,16,HDD
Cage1,CT09,CT09-S2U37-N2,172.20.52.18,172.20.52.18,KVM,SYS-2029TP-HTR,-,-,-,CentOS Linux release 8.2.2004 (Core),128,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,10,HDD
Cage1,CT23,CT23-MCB27-N8,172.20.49.224,172.20.49.224,PHYSICAL_SERVER,SYS-5037MC-H12TRF-ZC010,-,-,-,CentOS Linux release 7.6.1810 (Core),32,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,4,HDD
Cage1,CT23,CT23-FTB12-N2,172.20.49.222,172.20.49.222,KVM,SYS-F618R2-RTN+,-,-,-,CentOS Linux release 7.6.1810 (Core),128,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,10,HDD
Cage1,CT23,CT23-MCB27-N7,172.20.49.237,172.20.49.237,PHYSICAL_SERVER,SYS-5037MC-H12TRF-ZC010,-,-,-,CentOS Linux release 7.6.1810 (Core),32,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,4,HDD
Cage1,CT07,CT07-P1U30,172.20.9.160,172.20.9.160,PHYSICAL_SERVER,-,-,-,-,CentOS Linux release 7.6.1810 (Core),16,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT08,CT08-S2U09-N2-vm8,172.20.150.34,172.20.53.179,VM,-,-,-,-,FreeBSD 13.0,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,40,HDD
Cage1,CT03,CT03-D2C22-N3-vm24,172.20.64.153,172.20.64.153,VM,-,-,-,-,CentOS Linux release 7.9.2009 (Core),8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-D2C24-N4,172.20.76.4,172.20.76.4,KVM,PowerEdge C6420,-,-,-,Debian 11.3,256,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,16,SSD
Cage1,CT05,CT05-I2U17-N4-Container-1,172.20.64.205,172.20.64.205,CN,-,-,-,-,Debian 12.6,4,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT05,CT05-I2U17-N4-Container-14,172.20.67.31,172.20.67.31,CN,-,-,-,-,Debian 12.6,8,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT05,CT05-I2U17-N4-Container-2,172.20.69.173,172.20.69.173,CN,-,-,-,-,CentOS Linux release 7.9.2009 (Core),4,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT05,CT05-I2U17-N4-Container-3,172.20.69.170,-,CN,-,-,-,-,Debian GNU/Linux 11 (bullseye),4,Unknown,Not Known,-,None,-,VLAN-172.20,40,SSD
Cage1,CT01,CT01-GBA,172.20.89.174,172.20.89.174,PHYSICAL_SERVER,MP32-AR1-00,-,-,-,Debian 11.7,192,-,HW Encryption Supported,-,None,-,VLAN-172.20,80,SSD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-D2C24-N4-vm30,172.20.76.42,172.20.76.42,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Not Supported,-,None,-,VLAN-172.20,64,SSD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-GHC26-N1,172.20.75.244,172.20.75.244,KVM,H262-Z61-00,-,-,-,Debian 11.3,256,SME,HW Encryption Supported,-,None,ZOHOEST/22-23/0090,VLAN-172.20,32,SSD
IN1B,IN1B-0310,IN1B-0310-D2C36-N1,172.20.92.3,172.20.92.3,PHYSICAL_SERVER,PowerEdge C6420,-,-,-,Debian 13.2,128,None,HW Encryption Not Supported,-,None,ZOHOEST/22-23/0374,VLAN-172.20,16,NVMe
IN1B,IN1B-0310,IN1B-0310-D2C36-N2,172.20.87.224,-,KVM,PowerEdge C6420,-,-,-,Debian GNU/Linux 11 (bullseye),128,-,HW Encryption Not Supported,-,None,ZOHOEST/22-23/0374,VLAN-172.20,16,NVMe
Cage1,CT21,CT21-S2U14-N1-Container-12,172.20.84.248,172.20.84.248,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-GHC28-N3-vm29,172.20.150.19,172.20.150.19,VM,-,-,-,-,FreeBSD 13.1,8,SME,HW Encryption Supported,-,None,ZOHOEST/22-23/1006,VLAN-172.20,16,SSD
Cage1,CT25,CT25-FTB11-N1-Container-20,172.20.87.108,172.20.87.108,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT09,CT09-S2U37-N1-vm7,172.20.92.33,172.20.92.33,VM,-,-,-,-,Debian 11.3,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,20,SSD
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-GTA20-N3,172.20.96.96,172.20.96.96,KVM,AS -2115GT-HNTR,-,-,-,Debian 11.7,512,None,HW Encryption Not Supported,-,None,ZOHO EST/23-24/0702,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3,172.20.96.188,172.20.96.188,KVM,PowerEdge C6525,-,-,-,Debian 11.3,512,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm1,172.20.96.199,172.20.96.199,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm3,172.20.96.201,172.20.96.201,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm2,172.20.96.213,172.20.96.213,VM,-,-,-,-,Debian 11.7,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm4,172.20.96.217,172.20.96.217,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm6,172.20.150.128,172.20.150.128,VM,-,-,-,-,FreeBSD 14.0-STABLE,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm7,172.20.96.205,172.20.96.205,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm8,172.20.96.209,172.20.96.209,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm9,172.20.96.210,172.20.96.210,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm24,172.20.96.247,172.20.96.247,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm23,172.20.96.236,172.20.96.236,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm25,172.20.96.239,172.20.96.239,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm22,172.20.96.245,172.20.96.245,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm35,172.20.96.242,172.20.96.242,VM,-,-,-,-,Debian 11.3,128,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm29,172.20.97.33,172.20.97.33,VM,-,-,-,-,Debian 11.3,16,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm32,172.20.97.39,172.20.97.39,VM,-,-,-,-,Debian 11.3,16,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm30,172.20.97.35,172.20.97.35,VM,-,-,-,-,Debian 11.3,30,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm31,172.20.97.34,172.20.97.34,VM,-,-,-,-,Debian 12.9,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm34,172.20.97.43,172.20.97.43,VM,-,-,-,-,Debian 11.3,30,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-D2C22-N3-vm31,172.20.204.240,172.20.204.240,VM,-,-,-,-,Debian 13.5,32,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm11,172.20.99.145,172.20.99.145,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm12,172.20.99.146,172.20.99.146,VM,-,-,-,-,Debian 11.3,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm15,10.62.25.202,10.62.25.202,VM,-,-,-,-,Debian 11.7,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,CT1B-VLAN2,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm13,10.62.22.159,10.62.22.159,VM,-,-,-,-,Debian 11.7,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,CT1B-VLAN2,16,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm28,10.62.22.170,10.62.22.170,VM,-,-,-,-,Debian 11.11,8,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,CT1B-VLAN2,16,NVMe
Cage1,CT02,CT02-TPR13-N1-vm2,172.20.71.241,172.20.71.241,VM,-,-,-,-,Debian 12.6,2,Unknown,Not Known,-,None,-,VLAN-172.20,64,SSD
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-GTA20-N2,172.20.96.88,172.20.96.88,KVM,AS -2115GT-HNTR,-,-,-,Debian 11.7,512,None,HW Encryption Not Supported,-,None,ZOHO EST/23-24/0702,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N3-vm26,10.62.23.207,10.62.23.207,VM,-,-,-,-,Debian 12.9,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA16-N2-vm10,172.20.150.48,172.20.150.48,VM,-,-,-,-,Debian 11.7,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
Cage1,CT25,CT25-D2U32-N2-Container-12,10.62.24.243,10.62.24.243,CN,-,-,-,-,Debian 11.7,4,-,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,2,HW_RAID
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-BTA12-N2-vm5,172.20.92.175,172.20.92.175,VM,-,-,-,-,Debian 11.7,8,Unknown,Not Known,-,None,ZOHO EST/23-24/0702,VLAN-172.20,32,NVMe
Cage1,CT19,CT19-FTA27-N3-Container-11,172.20.88.98,172.20.88.98,CN,-,-,-,-,Debian 11.7,4,Unknown,Not Known,-,None,-,VLAN-172.20,2,HW_RAID
Cage1,CT18,CT18-FTA34-N1-Container-10,172.20.85.35,172.20.85.35,CN,-,-,-,-,Debian 11.7,4,Unknown,Not Known,-,None,-,VLAN-172.20,2,HW_RAID
Cage1,CT21,CT21-S2U14-N1-Container-3,172.20.85.28,172.20.85.28,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT21,CT21-S2U14-N1-Container-6,172.20.85.20,172.20.85.20,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT21,CT21-S2U14-N1-Container-8,172.20.84.251,172.20.84.251,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT21,CT21-S2U14-N1-Container-9,172.20.84.245,172.20.84.245,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-D2C22-N3-vm36,172.20.83.62,172.20.83.62,VM,-,-,-,-,Debian 12.6,4,-,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C30-N1,10.62.26.242,10.62.26.242,KVM,PowerEdge C6620,-,-,-,Debian 12.9,512,-,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C26-N1-vm8,172.20.67.197,172.20.67.197,VM,-,-,-,-,Debian 12.6,8,Unknown,HW Encryption Not Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C24-N3-vm48,172.20.81.230,172.20.81.230,VM,-,-,-,-,Debian 11.7,8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N1-vm40,172.20.80.61,172.20.80.61,VM,-,-,-,-,Debian 11.7,8,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C34-N2,192.168.186.116,-,PHYSICAL_SERVER,SYS-F618R2-RTN+,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,LOCALZOHO-CORP,8,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N4-vm3,172.20.74.114,172.20.74.114,VM,-,-,-,-,Debian 12.9,16,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C32-N4-vm46,172.20.93.96,172.20.93.96,VM,-,-,-,-,Debian 12.9,16,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
Cage1,CT25,CT25-FTB11-N1-Container-1,172.20.95.242,172.20.95.242,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-3,172.20.91.203,172.20.91.203,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-4,172.20.91.199,172.20.91.199,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-8,172.20.91.157,172.20.91.157,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-10,172.20.91.133,172.20.91.133,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-11,172.20.91.128,172.20.91.128,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-14,172.20.90.251,172.20.90.251,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-15,172.20.90.233,172.20.90.233,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-2,172.20.91.202,172.20.91.202,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
Cage1,CT25,CT25-FTB11-N1-Container-6,172.20.91.165,172.20.91.165,CN,-,-,-,-,Debian 11.7,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,2,SSD
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-H1U12,10.62.184.152,10.62.184.152,KVM,ProLiant DL325 Gen11,-,-,-,Debian 12.7,512,-,Not Known,-,None,-,CT1B-ZCP-Modules,32,SSD
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N2-vm4,172.20.75.158,172.20.75.158,VM,-,-,-,-,Debian 11.7,0,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,-,NVMe
Cage1,CT25,CT25-FTB11-N1-Container-7,10.62.29.148,10.62.29.148,CN,-,-,-,-,Debian 11.7,4,Unknown,HW Encryption Supported,-,None,-,CT1B-VLAN2,2,SSD
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm3,172.20.67.164,172.20.67.164,VM,-,-,-,-,Debian 12.6,4,None,Not Known,-,None,-,VLAN-172.20,32,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm4,172.20.67.165,172.20.67.165,VM,-,-,-,-,Debian 12.6,4,None,Not Known,-,None,-,VLAN-172.20,32,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm5,172.20.67.167,172.20.67.167,VM,-,-,-,-,Debian 12.6,4,None,Not Known,-,None,-,VLAN-172.20,32,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm10,10.62.29.146,10.62.29.146,VM,-,-,-,-,Debian 13.5,8,None,Not Known,-,None,-,CT1B-VLAN2,32,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm12,10.62.77.63,10.62.77.63,VM,-,-,-,-,Debian 12.6,4,None,Not Known,-,None,-,CT1B-ZAN-Opsmon,32,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-D2C10-N4-vm39,172.20.67.122,172.20.67.122,VM,-,-,-,-,Debian 12.6,8,None,Not Known,-,None,-,VLAN-172.20,32,Mixed
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-H1U20-vm21,172.20.214.44,172.20.214.44,VM,-,-,-,-,Debian 13.5,8,None,Not Known,-,None,-,VLAN-172.20,32,SSD
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-H1U19-vm17,172.20.207.66,172.20.207.66,VM,-,-,-,-,Debian 13.5,8,None,Not Known,-,None,-,VLAN-172.20,32,SSD
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U16-vm10,172.20.60.11,172.20.60.11,VM,-,-,-,-,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U16-vm32,10.62.21.163,10.62.21.163,VM,-,-,-,-,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U14-vm19,172.20.61.143,172.20.61.143,VM,-,-,-,-,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U18-vm46,10.62.79.160,10.62.79.160,VM,-,-,-,-,Debian 11.7,4,None,HW Encryption Not Supported,-,None,-,CT1B-ZAN-Opsmon,32,NVMe
Cage1,CT17,CT17-FTA35-N3-Container-1,172.20.59.11,172.20.59.11,CN,-,-,-,-,Debian 11.7,4,Unknown,Not Known,-,None,-,VLAN-172.20,2,HW_RAID
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-GTA18-N2,10.65.141.202,10.65.141.202,PHYSICAL_SERVER,SYS-211GT-HNTR,-,-,-,Debian 12.9,128,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
Cage1,CT25,CT25-FTA23-N2-vm1,172.20.202.116,172.20.202.116,VM,-,-,-,-,Debian 12.7,4,-,HW Encryption Not Supported,-,None,ZOHO EST/92-94/0218,VLAN-172.20,2,HW_RAID
Cage1,CT25,CT25-FTA23-N2-vm2,172.20.202.115,172.20.202.115,VM,-,-,-,-,Debian 12.7,4,-,HW Encryption Not Supported,-,None,ZOHO EST/92-94/0218,VLAN-172.20,2,HW_RAID
Cage1,CT17,CT17-FTA23-N3-Container-7,172.20.201.126,172.20.201.126,CN,-,-,-,-,Debian 12.6,4,Unknown,Not Known,-,None,-,VLAN-172.20,32,HW_RAID
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-D2C22-N1-vm6,172.20.206.238,172.20.206.238,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0200,VLAN-172.20,16,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N3-vm24,10.134.22.143,10.134.22.143,VM,-,-,-,-,Debian 12.9,16,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N3-vm12,10.134.23.237,10.134.23.237,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N4-vm10,10.134.23.128,10.134.23.128,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0203,KTA-0203-H1U28,10.134.18.20,10.134.18.20,PHYSICAL_SERVER,ProLiant DL325 Gen11,-,-,-,Debian 12.9,64,None,HW Encryption Supported,-,None,-,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R13,10.134.46.13,10.134.46.13,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,-,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0205,KTA-0205-H1U30,10.134.54.9,10.134.54.9,PHYSICAL_SERVER,ProLiant DL325 Gen11,-,-,-,Debian 12.9,128,-,HW Encryption Supported,-,None,-,KRISP-CT1-CRM-QA-AUTOMATION,32,NVMe
KTA,KTA-0202,KTA-0202-D1R13-vm15,10.134.25.211,10.134.25.211,VM,-,-,-,-,Debian 13.5,4,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-COMMON-APP2,32,NVMe
KTA,KTA-0202,KTA-0202-D1R14-vm35,10.134.38.64,10.134.38.64,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-COMMON-DB2,32,NVMe
KTA,KTA-0203,KTA-0203-D1R08-vm17,10.134.25.110,10.134.25.110,VM,-,-,-,-,Debian 13.5,4,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-COMMON-APP2,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U15-vm11,172.20.83.71,172.20.83.71,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-GHC05-N2,10.65.109.78,10.65.109.78,PHYSICAL_SERVER,Mt. Bonnell,-,-,-,Debian 12.11,64,-,HW Encryption Supported,-,None,-,CT1-COMPUTE-NONSAS-1,64,NVMe
